Tweet,Correct Sentiment,Predicted Sentiment
Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,positive,neutral
"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",positive,negative
I just sent my grandma a post card using my #CardsApp thanks @Apple,positive,neutral
@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,positive,positive
The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,positive,negative
@apple has changed life.,positive,neutral
"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",positive,neutral
New iOS 5 update is THE BEST. iloveyou @apple,positive,neutral
Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,positive,positive
Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,positive,positive
From which companies do you experience the best customer service aside from @zappos and @apple?,positive,irrelevant
Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,positive
"RT @TripLingo: We're one of a few ""Featured Education Apps"""" on the @Apple **Website** today",positive,positive
@Apple: Siri is amazing!!! I'm in love!,positive,neutral
"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,negative
@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,positive,neutral
@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,positive,neutral
#sweet... #apple replaced my glass #probono. thank you @apple,positive,neutral
@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,positive,neutral
@RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,positive
"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,negative
making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,neutral
"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive,neutral
@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,positive,neutral
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,positive
"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"""" Glad to hear it's still alive.""",positive,negative
Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,positive
"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",positive,neutral
"RT @g123k: Google a pas innovu00e9 avec un tamagochi, ils ont tout compris #google #nexusprime",irrelevant,irrelevant
En estooos ultimooos dias Mi  pu00e1gina mas visitadaaa en internet es #Google,irrelevant,irrelevant
AsiaClassifiedToday: TH Peng Joins Grey as Chairman and CEO of Grey Greater China - MarketWat... http://t.co/Hd4pi9lM #asia #google #ads,irrelevant,irrelevant
#ThingsWeAllHate people who think they know it all! hello...your name isn't #Google,irrelevant,neutral
"Prenez un Smartphone Galaxy, ajouter y du software a la sauce Google et vous avez un tout beau Galaxy Nexus. #google#iphone",irrelevant,irrelevant
RT @FTTank: Voici un tru00e8s bon ru00e9sumu00e9 de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp,irrelevant,irrelevant
Android 4.0 Ice Cream Sandwich ya es oficial http://t.co/uZ7qqU1J #android #google #androidve #tecnologia #vendroid #usoandroid,irrelevant,irrelevant
so. ja. Ich will das galaxy nexus. sofort! #google #samsung,irrelevant,irrelevant
"RT @twandroid: C'est quand mu00eame une confu00e9rence, ou00f9 on n'attend pas 1h30 pour avoir une nouveautu00e9.... #google #nexusprime",irrelevant,irrelevant
Le panorama est tru00e8s sympa et peut u00eatre coupu00e9 u00e0 tout moment #google #nexusprime,irrelevant,irrelevant
#Publicidad Galaxy Nexus es la pru00f3xima generaciu00f3n de dispositivos Nexus co-desarrollado por #Samsung y #Google l http://t.co/yVWrw98h,irrelevant,irrelevant
RT @twandroid SDK dispo aujourd'hui #google #nexusprime,irrelevant,irrelevant
RT @g123k: #kikitoutdur devant ICS #google #nexusprime,irrelevant,irrelevant
"Uu017e vu00edm, jaku00fd bude mu016fj pu0159u00edu0161tu00ed mobil! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus",irrelevant,neutral
"El nuevo Samsung Galaxy NEXUS, tiene Desbloqueo del telu00e9fono por reconocimiento facial!!!! | Impresionante #IceCreamSandwich #google",irrelevant,irrelevant
RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime,irrelevant,irrelevant
#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora su00f3lo en el #NexusPrime). #NFC #Google,irrelevant,irrelevant
Der langsame Tod von SEO?? #Google -Suche  fu00fcr eingeloggte User verschlu00fcsselt - http://t.co/1Gop6W4r #socialmedia #marketing  #search #seo,irrelevant,irrelevant
"@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail",irrelevant,irrelevant
Lecture Notes in Financial Economics pdf ebook:  http://t.co/Ef8j77uj #google,irrelevant,negative
#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers,irrelevant,irrelevant
@alanlepo..IBM Connections light years ahead of other vendors in #analytics http://t.co/jg24duIa #socialbiz #Google+,irrelevant,neutral
RT @twandroid Nouvelle gestion des onglets sur le navigateur #google #nexusprime,irrelevant,irrelevant
6 positive Learnings aus dem Panda-Update ... http://t.co/JEgkwrDR #panda #seo #google,irrelevant,irrelevant
#Google y su distorsiu00f3n de la ##accesibilidad http://t.co/LE6lzlus #fb #android #chromeos #chromevox,irrelevant,irrelevant
u9854u8a8du8b58u30edu30c3u30afu89e3u9664u5931u6557u3057u3066u308bu30fbu30fbu30fbu30c7u30e2u3067u5931u6557u3057u3061u3083u3063u3066u3044u3044u306eu304buff1f #google,irrelevant,irrelevant
"Irgendwie dann doch enttu00e4uschend, das neue #Google #Galaxy #Nexus",irrelevant,irrelevant
#GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo telu00e9fono de #Google,irrelevant,irrelevant
GALAXY NEXUS SC-04D | NTTu30c9u30b3u30e2 2011-2012u51acu6625u30e2u30c7u30eb http://t.co/hOqa4eRq #android #google #docomo,irrelevant,neutral
RT @gattenist: u30b5u30e0u30b9u30f3u3001Googleu3068u5171u540cu3067Googleu30eau30d5u30a1u30ecu30f3u30b9u6a5fu300cGalaxy Nexusu300du3092u6b63u5f0fu767au8868u300111u6708u306bu4e16u754cu5404u5730u3067u767au58f2u3000http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus,irrelevant,irrelevant
Hoy #Foursquare y #Google+ me patearon las pelotas!,irrelevant,irrelevant
Voici un tru00e8s bon ru00e9sumu00e9 de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp,irrelevant,irrelevant
Il est dispo sur developer.android.com #google #nexusprime,irrelevant,irrelevant
Le Galaxy Nexus officialisu00e9 #Samsung #Google #GalaxyNexus #Icecream - http://t.co/YT2RWbgn via @Julbut @TweeqFr @Thibaudd,irrelevant,neutral
Todavu00eda existe #Google+ ?,irrelevant,neutral
u30b5u30e0u30b9u30f3u96fbu5b50u306eu30b9u30deu30fcu30c8u30d5u30a9u30f3u65b0u6a5fu7a2eu300cu30aeu30e3u30e9u30afu30b7u30fcu30fbu30cdu30afu30b5u30b9u300du3001u30b0u30fcu30b0u30ebu306eu57fau672cu30bdu30d5u30c8uff08uff2fuff33uff09u300cu30a2u30f3u30c9u30edu30a4u30c9u300du6700u65b0u7248u3092u642du8f09u3002u300cu30afu30e9u30a6u30c9u300du6d3bu7528u3001u97f3u58f0u8a8du8b58u3084u30abu30e1u30e9u306eu6a5fu80fdu3082u5411u4e0au3055u305bu305fu6226u7565u30e2u30c7u30eb #keizai #sumaho #googleu3000u3000http://t.co/h822eCym,irrelevant,neutral
RT @twandroid: Pogo Pin sur le cu00f4tu00e9 pour le connecter sur un dock #google #nexusprime,irrelevant,irrelevant
android beam u30b9u30b2u30fcu3000#google #android,irrelevant,irrelevant
Salut les twittos! Un petit ru00e9sumu00e9 de cet conf' ? :) #ICS #GOOGLE,irrelevant,irrelevant
Meu Bom Jesus que velocidade de captura u00e9 essa ? #icecreamsandwich #galaxynexus #google #samsung,irrelevant,irrelevant
"Mientras que hoy #RIM publicu00f3 su 'fabuloso' #BBX, #Google presentu00f3 #Android 4.0 y todos se fueron al diablo :D.",irrelevant,irrelevant
Ishi o #faceunlock do #icecreamsandwich #android nu00e3o funcionou no seu lanu00e7amento #google,irrelevant,irrelevant
#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova versu00e3ou2026,irrelevant,irrelevant
@SERGIOapple incluso si usas #Google #Chrome hay una App. Y al igual es mas practica pero es para el navegador,irrelevant,irrelevant
AsiaClassifiedToday Temasek to raise up to $800 million with bond offer - Straits Times: Tele... http://t.co/IaTj4kb9 #asia #google #biz,irrelevant,irrelevant
@iley_little we'lll figure it out tm in gym #google,irrelevant,neutral
"#Samsung y #Google presentan el Samsung Galaxy #Nexus, oficialmente. http://t.co/DwQyyu5v #gadgets #smartphones",irrelevant,irrelevant
@nestorrom77 majeeee yo cuando reuna bastante pisto me voy a comprar los que usa @davidguetta puuuuuta son tan vergones buscalos en #google,irrelevant,irrelevant
Cu00f3mo funciona #Google AdWords  http://t.co/8kuFtEVY vu00eda @JuanPittau,irrelevant,neutral
AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads,irrelevant,irrelevant
Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime,irrelevant,irrelevant
"ICS plutu00f4t bien dans l'ensemble, perso j'aime beaucoup l'interface des contact // epic fail reconnaissance faciale ! #google #android",irrelevant,irrelevant
#Samsung #NexusPrime esta wwwaaooooo y con #IceCreamSandwich superior @samsungpty buena presentaciu00f3n #Android #Google,irrelevant,irrelevant
#google Tutoriel: Comment faire une fermeture u00e0 glissiu00e8re de fleurs: Ce que vous avez besoin: lu2019aigui... http://t.co/nMmedAlW #wikileaks,irrelevant,irrelevant
#Google Trademark Poker Full Size Texas Holdu2019em 83 x 44-Inch Poker Table (Green Felt): Trademark Poke... http://t.co/jICU3KON #wikileaks,irrelevant,irrelevant
vendo os significadosdos sonhos aki no #Google pqe meu livro eu emprestei enfiaram no cu00fa pqe atu00e9 hj nunca me devolveram =X,irrelevant,irrelevant
Soy FAN de #Google  http://t.co/bGBhZROX http://t.co/iLNouVGK http://t.co/RfFixdi4 http://t.co/pdRns1pK,irrelevant,irrelevant
#Google No se que aria sin ti :$,irrelevant,irrelevant
Pqp! Icecream Sandwich tu00e1 muito foda! Hail #google #ICS #android 4.0,irrelevant,neutral
#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4,irrelevant,irrelevant
Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung,irrelevant,irrelevant
RT @rianru: #Google u0438 #Samsung u043fu0440u0435u0434u0441u0442u0430u0432u0438u043bu0438 u043du043eu0432u0443u044e u0432u0435u0440u0441u0438u044e u043eu043fu0435u0440u0430u0446u0438u043eu043du043du043eu0439 u0441u0438u0441u0442u0435u043cu044b - Android 4.0 Ice Cream Sandwich http://t.co/5baK0OdJ,irrelevant,irrelevant
@VinnyMartiins colokei no #Google pra saber !,irrelevant,irrelevant
@DanyFajardo Listo Dany gracias =) ... #Google+,irrelevant,neutral
u064au0628u062fu0648 u0627u0646 u0637u0641u0631u0629 u0627u0644u0627u062cu0647u0632u0629 u0627u0644u0627u0644u0643u062au0631u0648u0646u064au0629 u0627u0644u0642u0627u062fu0645u0629 u0633u062au0643u0648u0646 u0628u0642u064au0627u062fu0629 u0645u0648u062au0648u0631u0648u0644u0627 u060cu060c u0644u0627u0633u064au0645 u0628u0639u062f u0627u0633u062au062du0648u0627u0630 u0642u0648u0642u0644 u0639u0644u064au0647u0627. nn#google #motorola #moto,irrelevant,irrelevant
HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook:  http://t.co/m4T1kxiz #google,irrelevant,irrelevant
RT @twandroid Prise de photo quasi instantannu00e9e #ouaaaaaaahhhhh #google #nexusprime,irrelevant,irrelevant
Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google,irrelevant,irrelevant
"Queridos, atu00e9 amanhu00e3! Atu00e9 mais! #Google #FAIL #ICS #FAIL #NEXUSPRIME #MAOMENO",irrelevant,neutral
Cupom Google AdWords +nPromo Starter Kit da LogosBr = Divulgau00e7u00e3o Eficaz e de Grau00e7a!nConfira: nhttp://t.co/kf9supYGn#Google #AdWords #LogosBr,irrelevant,irrelevant
u30c9u30b3u30e2u3001Android 4.0u63a1u7528u306eu300cGALAXY Nexusu300du309211u6708u767au58f2 - AV Watch http://t.co/MzTgzn1u #google,irrelevant,irrelevant
El nuevo #Android de #Google: #GalaxyNexus con #IceCreamSandwich 4.0... http://t.co/FITenr0v,irrelevant,irrelevant
u300cdocomo NEXT series GALAXY NEXUS SC-04Du300du3092u958bu767anhttp://t.co/B3t2y3vmn#android #google #docomo #samsung,irrelevant,irrelevant
#Google eBook: The way we shop is changing and marketing strategies are simply not keeping pace. http://t.co/vJBBjWhE,irrelevant,positive
RT @twandroid Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime,irrelevant,irrelevant
Fine tune your #SEO strategy with the #Google Panda 2.5.2 update. Find out how it can affect your business rankings http://t.co/TeRUK0bp,irrelevant,neutral
#Google How to Play Texas Holdem Poker for Newbies : Texas Holdu2019em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks,irrelevant,irrelevant
RT @twandroid: Nouvelle app Calendrier : plus u00e9puru00e9e #google #nexusprime,irrelevant,irrelevant
RT @twandroid: Des boutons virtuels... #google #nexusprime,irrelevant,irrelevant
Putting Leadership Back into Strategy pdf ebook:  http://t.co/Rcu7X2lh #google,irrelevant,irrelevant
Rocksmith: #Rocksmith  #Rocksmith http://t.co/JNS1oEZN #google #youtube,irrelevant,irrelevant
BUGOU asoeijoaijoriaejr #icecreamsandwich #galaxynexus #google #samsung,irrelevant,irrelevant
Pu00f4. Gostei do novo sistema de reconhecimento facial do Android. Tu00e3o forte que nu00e3o liberou nem o dono do smartphone. #Google #ICS,irrelevant,irrelevant
Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime,irrelevant,irrelevant
"#YahooAnswers #Google y #Wikipedia son parte del staff de Dios, lo su00e9.",irrelevant,irrelevant
#google u0e40u0e23u0e34u0e48u0e21u0e40u0e1bu0e34u0e14u0e15u0e49u0e27u0e23u0e30u0e1au0e1au0e1bu0e0eu0e34u0e1au0e31u0e15u0e34u0e01u0e32u0e23 Android 4.0 Ice Cream Sandwich u0e41u0e25u0e49u0e27,irrelevant,neutral
#TweetDeck y #Google+ no estu00e1n hechos para convivir en armonu00eda.. Las notificaciones aparecen del mismo lado.. =/ Es ver esas o las de face..,irrelevant,irrelevant
En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich,irrelevant,irrelevant
Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google,irrelevant,neutral
siento mas interesante el #google+ que el #face xD,irrelevant,irrelevant
"interface a voir en ru00e9el pour juger, sinon ice cream sandwich est simplement monstrueux !! #nexusprime #google #ICS",irrelevant,irrelevant
Parece que Google Labs se acaba :( m.fastcompany.com/technology/57403/ #google #fail,irrelevant,irrelevant
#android #ice #cream #Sandwich    #googlenu0442u0435u043au0441u0442-u0424u043eu0442u043e u043du0430 u0430u043du0433u043bu0438u0439u0441u043au043eu043cnhttp://t.co/UK3A7JWk,irrelevant,neutral
RT @twandroid Le baromu00e8tre est inclus dans le Galaxy Nexus #google #nexusprime,irrelevant,irrelevant
"AsiaClassifiedToday: Asia Family Offices to Triple, Lead Growth, Citigroup Says - BusinessWeek: As... http://t.co/71QApFD8 #asia #google",irrelevant,irrelevant
"Con algunos ""hiccups"""" durante la presetnaciu00f3n de #Android 4.0 pero todo pinta genial. Muy bien ahu00ed #Google #Samsung #GalaxyNexus""",irrelevant,irrelevant
u201c@rianru: #Google u0438 #Samsung u043fu0440u0435u0434u0441u0442u0430u0432u0438u043bu0438 u043du043eu0432u0443u044e u0432u0435u0440u0441u0438u044e u043eu043fu0435u0440u0430u0446u0438u043eu043du043du043eu0439 u0441u0438u0441u0442u0435u043cu044b - Android 4.0 Ice Cream Sandwich http://t.co/DhLHoexZu201dn#Vfacebook,irrelevant,irrelevant
Echelon Quality Management System pdf ebook:  http://t.co/sPVYoB8r #google,irrelevant,irrelevant
#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj,irrelevant,positive
"#GalaxyNexus | @xataka http://t.co/p2Tu2kBm &lt;-El nuevo telu00e9fono de #Samsung y #Google, EL perfecto rival para el #iPhone4S con su #Android 4",irrelevant,irrelevant
#Google #Panda Ou00f9 est parti le 30 % de trafic perdu?  http://t.co/QONIToAg,irrelevant,irrelevant
"Samsung Galaxy Nexus - el nuevo smartphone oficial Google con Android 4.0 ""Ice-Cream Sandwich"""" http://t.co/JXyHhfNV #Google #Android""",irrelevant,irrelevant
"AsiaClassifiedToday Asia Stocks, Ringgit Gain on European Outlook - Bloomberg: Asia Stocks, R... http://t.co/biHKwSTW #asia #google #biz",irrelevant,irrelevant
AsiaClassifiedToday: Parkway Novena Hospital to offer premier healthcare service in Asia - The Bor... http://t.co/50KmorZm #asia #google,irrelevant,irrelevant
RT @google_topic: Samsungu3001Android 4.0u642du8f09u306eGoogleu30d6u30e9u30f3u30c9u7aefu672bu300cGALAXY Nexusu300du3092u767au8868 - ITmedia http://t.co/t0CrKsoo #google,irrelevant,irrelevant
#Video oficial del #Samsung Galaxy Nexus http://t.co/IMid6Bem #gadgets #smartphones #galaxynexus #google #promocion,irrelevant,irrelevant
@DanielaS04 :) eso!!! #Google+,irrelevant,neutral
#Google u0438 #Samsung u043fu0440u0435u0434u0441u0442u0430u0432u0438u043bu0438 u043du043eu0432u044bu0439 u0441u043cu0430u0440u0442u0444u043eu043d #Galaxy #Nexus u043du0430 u0431u0430u0437u0435 u043du043eu0432u043eu0439 u041eu0421 #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC,irrelevant,irrelevant
u30b0u30fcu30b0u30ebu3068u97d3u56fdu306eu30b5u30e0u30b9u30f3u96fbu5b50u3001u30b9u30deu30fcu30c8u30d5u30a9u30f3u306eu65b0u6a5fu7a2eu300cu30aeu30e3u30e9u30afu30b7u30fcu30fbu30cdu30afu30b5u30b9u300du3092uff11uff11u6708u306bu4e16u754cu3067u9806u6b21u767au58f2u3059u308bu3068u767au8868u3002uff14u30fbuff16uff15u578bu306eu6709u6a5fuff25uff2cu753bu9762u3092u63a1u7528u3002u65e5u672cu3067u306fuff2euff34uff34u30c9u30b3u30e2u304cu767au58f2u3000#keizai #sumaho #googleu3000u3000http://t.co/h822eCym,irrelevant,neutral
Alguien dejara de trabajar en #Samsung o #Google,irrelevant,irrelevant
Galaxy Nexus: El nuevo telu00e9fono de Google y Samsung http://t.co/laKDByOT #nexus #google #android,irrelevant,irrelevant
VIDEO: Een online check-out in een webwinkel in u2018In Real Lifeu2019 #google #webshop http://t.co/kGw54MaC,irrelevant,irrelevant
u4ecau65e5u767au8868u3060u3063u305fuff3euff9buff3eu3000 #Android4.0 #Google,irrelevant,irrelevant
Para el que le interese saber las caracteru00edsticas del nuevo cel que me compraru00e9 http://t.co/4JjjCqdJ El #galaxynexus de #google,irrelevant,irrelevant
u0627u064au0633u0643u0631u064au0645 u0633u0627u0646u062fu0648u064au0634u060c u0639u0633u0644u060c u0632u0646u062cu0628u064au0644 .. u0645u0634u0643u0644u0629 u0645u0646 u0643u062bu0631 u0627u0644u0645u0633u0645u064au0627u062a u0627u062du0633u0647u0645 u0645u0633u0648u064au0646 u0645u0642u0627u062fu064au0631 u0645u0628 u0627u0646u0638u0645u0629 !! ud83dude1dnn#google,irrelevant,irrelevant
"RT @twandroid: Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime",irrelevant,irrelevant
definitivamente sigo sin entender un carajo de #Google+,irrelevant,irrelevant
Microsoft Word - Ch 3 Solutions IE done pdf ebook:  http://t.co/nZTGU900 #google,irrelevant,irrelevant
Tipp: kostenlose SEO-Infos  http://t.co/1ayEKV6F #google,irrelevant,irrelevant
SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google,irrelevant,irrelevant
#google u043eu0431u044cu044fu0432u0438u043b u043eu0431 u043eu0431u043du043eu0432u043bu0435u043du0438u0438 #Nexus_S  u0434u043e #ICS . u0416u0434u0435u043c u043fu043eu0440u0442u0430 4.0 u043du0430 #SGS .,irrelevant,irrelevant
Brilhante a apresentau00e7u00e3o do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android,irrelevant,irrelevant
solo #google puede ponerle a un OS #IceCreamSandwich,irrelevant,irrelevant
Nexus S u0e23u0e2du0e01u0e34u0e19u0e44u0e2du0e28u0e01u0e23u0e35u0e21u0e41u0e0bu0e19u0e27u0e34u0e0a #google #android #ics,irrelevant,neutral
Presentado Oficialmente Android 4.0 ICS ~ ANDROIDVZLA http://t.co/adQYCOdD #android #androidvzla #google #ICS,irrelevant,irrelevant
"7 Lessons Learned Running an SEO Agency: Posted by neilpatelThis post was originally in YOUmoz, and... http://t.co/AU0k5sWY #seo #google",irrelevant,positive
RT @twandroid: Nouveau lockscreen (u00e9cran de du00e9verrouillage) u00e0 la Honeycomb #google #nexusprime,irrelevant,irrelevant
#Google kondigt #Android Ice Cream Sandwich aan http://t.co/3VT22WNY #ics,irrelevant,neutral
AsiaClassifiedToday: Point Park summit reflects Asian culture - The Globe: Point Park summit ... http://t.co/fBdw211P #asia #google #ads,irrelevant,irrelevant
yeah! #fringe  RT @TrendingTopicMN #csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics,irrelevant,irrelevant
Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...,negative,irrelevant
RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.,negative,negative
Too bad #google didn't have a tribute graphic for #DennisRitchie.,negative,neutral
"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused.",negative,neutral
"If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod",negative,neutral
"#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android",negative,neutral
There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone,negative,negative
Why is #Google whoring for SAMSUNG? #ICS,negative,neutral
ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,negative,negative
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,negative,neutral
#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN,neutral,neutral
#Android #Google Google officially announces Ice Cream Sandwich http://t.co/Ij292Ye3 #DhilipSiva,neutral,neutral
#google #icecream #galaxy #nexus http://t.co/gkoHBpN8,neutral,irrelevant
Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu,neutral,neutral
#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I,neutral,irrelevant
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx,neutral,neutral
All the info on Ice Cream Sandwich here : http://t.co/f0rNfGPA @twandroid #google #nexusprime #ics #android,neutral,neutral
http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,neutral,neutral
Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS,neutral,neutral
Tap to focus and face recognition #ics #galaxynexus #google,neutral,neutral
#Pearson and #Google take advantage of the profound lack of LMS PD with their new offering http://t.co/4RsRDU4G Also do not do reporting,neutral,neutral
Can they just tell us when #ICS will be available for Nexus S users? #Samsung #Google #HongKong,neutral,neutral
#Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/D7ntPaIt,neutral,neutral
#google #IceCreamSandwich #Samsung #Updates #Android | nGalaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8,neutral,neutral
Engadget following #android #galaxy #nexus event #google #samsung #ICS http://t.co/vZx25ht8,neutral,irrelevant
#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva,neutral,neutral
Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google,neutral,neutral
#google #IceCreamSandwich #Samsung #Updates #Android | nGalaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU,neutral,neutral
#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland,neutral,neutral
On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,neutral
Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,neutral,irrelevant
RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google,neutral,neutral
#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e,neutral,neutral
Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,neutral,neutral
RT @BatzayaB: #Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/XlJBYgIS,neutral,neutral
Going in with #mikedunn one of the #chosenfewdjs all in with #chicago #housemusic! Might want to #google him!,neutral,positive
quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d,neutral,neutral
RT @rishij_pune: #google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawados ...,neutral,irrelevant
Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus,neutral,neutral
Many new features for Android. #NexusPrime #Google,neutral,neutral
Panoramann#icecreamsandwich #googland #google #android #ics,neutral,neutral
#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android,neutral,neutral
Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme,neutral,neutral
"Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO",neutral,neutral
On Google+ then go here http://t.co/5tbv933W #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,neutral
"3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~",neutral,neutral
The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon,neutral,neutral
Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-),neutral,negative
Android Ice Cream Sandwich is out! #android #Google,neutral,neutral
Hugo is buddies with 50 Cent? #google #android,neutral,neutral
RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations,neutral,neutral
