Topic,Sentiment,Prediction,TwitterText,,,,,,,
apple,neutral,irrelevant,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone,,,,,,,
apple,neutral,neutral,"Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980.",,,,,,,
apple,neutral,neutral,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday,,,,,,,
apple,neutral,neutral,3 principal global players will be active in every market...@Amazon, @Apple," & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1""",,,,,
apple,neutral,negative,Hey @apple why is Siri not available for the Mac?,,,,,,,
apple,neutral,irrelevant,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,,,,,,,
apple,neutral,neutral,The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @G??http://t.co/PxUlr5dw,,,,,,,
apple,neutral,neutral,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening,,,,,,,
apple,neutral,neutral,@AsimRang @apple @umber well so far ive seen it for apps,,,,,,,
apple,neutral,irrelevant,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.,,,,,,,
apple,neutral,negative,"RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T",,,,,,,
apple,neutral,neutral,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN,,,,,,,
apple,neutral,irrelevant,@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,,,,,,,
apple,neutral,negative,Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime,,,,,,,
apple,neutral,neutral,@apple please bring back the old Siri app for us old school iPhone 3 users!,,,,,,,
apple,neutral,negative,Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri,,,,,,,
apple,neutral,irrelevant,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.",,,,,,,
apple,neutral,neutral,"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...",,,,,,,
apple,neutral,positive,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple),,,,,,,
apple,neutral,irrelevant,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps",,,,,,,
apple,neutral,neutral,"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",,,,,,,
apple,neutral,irrelevant,iPhone 4S 8MP camera : It?s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras,,,,,,,
apple,neutral,negative,how do you sync gmail contacts with your iphone? help please! @apple @gmail,,,,,,,
apple,neutral,negative,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q,,,,,,,
apple,neutral,neutral,"@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?",,,,,,,
apple,neutral,negative,"Thinking more, I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.",,,,,,,
apple,neutral,negative,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...,,,,,,,
apple,neutral,positive,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,,,,,,,
apple,neutral,negative,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.,,,,,,,
apple,neutral,irrelevant,"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz",,,,,,,
apple,neutral,neutral,How much do @Apple??s factories cost? | asymco http://t.co/GH0tvqMO,,,,,,,
apple,neutral,irrelevant,@Apple how fun wouldn't it be if it was possible to integrate  ( soon to be named ) with notifications?,,,,,,,
apple,neutral,negative,"How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX",,,,,,,
apple,neutral,negative,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps",,,,,,,
apple,neutral,irrelevant,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?",,,,,,,
apple,neutral,irrelevant,@apple Give Siri back!,,,,,,,
apple,neutral,neutral,@cnbcfastmomey what price should I sell @apple for,,,,,,,
apple,neutral,irrelevant,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5,,,,,,,
apple,positive,neutral,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",,,,,,,
apple,positive,neutral,you are so blessed. @apple,,,,,,,
apple,positive,irrelevant,@apple Siri is amazing,,,,,,,
apple,positive,neutral,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,,,,,,,
apple,positive,irrelevant,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,,,,,,,
apple,positive,irrelevant,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,,,,,,,
apple,positive,neutral,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",,,,,,,
apple,positive,irrelevant,@apple the iPhone 4s is great #genius,,,,,,,
apple,positive,negative,"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6@Apple present... http://t.co/DBbWSDpx",,,,,,,
apple,positive,irrelevant,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,,,,,,,
apple,positive,neutral,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",,,,,,,
apple,positive,neutral,I just sent my grandma a post card using my #CardsApp thanks @Apple,,,,,,,
apple,positive,irrelevant,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,,,,,,,
apple,positive,negative,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,,,,,,,
apple,positive,irrelevant,@apple has changed life.,,,,,,,
apple,positive,irrelevant,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",,,,,,,
apple,positive,irrelevant,New iOS 5 update is THE BEST. iloveyou @apple,,,,,,,
apple,positive,neutral,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,,,,,,,
apple,positive,neutral,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,,,,,,,
apple,positive,irrelevant,From which companies do you experience the best customer service aside from @zappos and @apple?,,,,,,,
apple,positive,irrelevant,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,,,,,,,
apple,positive,neutral,"RT @TripLingo: We're one of a few Featured Education Apps"" on the @Apple **Website** today"," sweet! http://t.co/0yWvbe1Z""",,,,,,
apple,positive,neutral,@Apple: Siri is amazing!!! I'm in love!,,,,,,,
apple,positive,irrelevant,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",,,,,,,
apple,positive,irrelevant,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,,,,,,,
apple,positive,irrelevant,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,,,,,,,
apple,positive,irrelevant,#sweet... #apple replaced my glass #probono. thank you @apple,,,,,,,
apple,positive,irrelevant,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,,,,,,,
apple,positive,irrelevant,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,,,,,,,
apple,positive,neutral,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",,,,,,,
apple,positive,negative,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,,,,,,,
apple,positive,irrelevant,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",,,,,,,
apple,positive,neutral,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,,,,,,,
apple,positive,irrelevant,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,,,,,,,
apple,positive,irrelevant,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend?"" Glad to hear it's still alive.""",,,,,,,
apple,positive,negative,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,,,,,,,
apple,positive,neutral,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",,,,,,,
google,irrelevant,neutral,"RT @g123k: Google a pas innov?? avec un tamagochi, ils ont tout compris #google #nexusprime",,,,,,,
google,irrelevant,irrelevant,En estooos ultimooos dias Mi  p??gina mas visitadaaa en internet es #Google,,,,,,,
google,irrelevant,irrelevant,AsiaClassifiedToday: TH Peng Joins Grey as Chairman and CEO of Grey Greater China - MarketWat... http://t.co/Hd4pi9lM #asia #google #ads,,,,,,,
google,irrelevant,irrelevant,#ThingsWeAllHate people who think they know it all! hello...your name isn't #Google,,,,,,,
google,irrelevant,irrelevant,"Prenez un Smartphone Galaxy, ajouter y du software a la sauce Google et vous avez un tout beau Galaxy Nexus. #google#iphone",,,,,,,
google,irrelevant,neutral,RT @FTTank: Voici un tr??s bon r??sum?? de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp,,,,,,,
google,irrelevant,neutral,Android 4.0 Ice Cream Sandwich ya es oficial http://t.co/uZ7qqU1J #android #google #androidve #tecnologia #vendroid #usoandroid,,,,,,,
google,irrelevant,irrelevant,so. ja. Ich will das galaxy nexus. sofort! #google #samsung,,,,,,,
google,irrelevant,irrelevant,"RT @twandroid: C'est quand m??me une conf??rence, o?? on n'attend pas 1h30 pour avoir une nouveaut??.... #google #nexusprime",,,,,,,
google,irrelevant,negative,Le panorama est tr??s sympa et peut ??tre coup?? ?? tout moment #google #nexusprime,,,,,,,
google,irrelevant,neutral,#Publicidad Galaxy Nexus es la pr??xima generaci??n de dispositivos Nexus co-desarrollado por #Samsung y #Google l http://t.co/yVWrw98h,,,,,,,
google,irrelevant,irrelevant,RT @twandroid SDK dispo aujourd'hui #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,RT @g123k: #kikitoutdur devant ICS #google #nexusprime,,,,,,,
google,irrelevant,negative,"U? v??m, jak? bude m?j p????t?? mobil! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus",,,,,,,
google,irrelevant,irrelevant,"El nuevo Samsung Galaxy NEXUS, tiene Desbloqueo del tel??fono por reconocimiento facial!!!! | Impresionante #IceCreamSandwich #google",,,,,,,
google,irrelevant,irrelevant,RT @twandroid: Widgets scrollables comme sur Honeycomb #google #nexusprime,,,,,,,
google,irrelevant,negative,#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora s??lo en el #NexusPrime). #NFC #Google,,,,,,,
google,irrelevant,neutral,Der langsame Tod von SEO?? #Google -Suche  f??r eingeloggte User verschl??sselt - http://t.co/1Gop6W4r #socialmedia #marketing  #search #seo,,,,,,,
google,irrelevant,irrelevant,"@nandokanarski PUTZ, que bela MERDA... #Google #Android #fail",,,,,,,
google,irrelevant,neutral,Lecture Notes in Financial Economics pdf ebook:  http://t.co/Ef8j77uj #google,,,,,,,
google,irrelevant,irrelevant,#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers,,,,,,,
google,irrelevant,irrelevant,@alanlepo..IBM Connections light years ahead of other vendors in #analytics http://t.co/jg24duIa #socialbiz #Google+,,,,,,,
google,irrelevant,neutral,RT @twandroid Nouvelle gestion des onglets sur le navigateur #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,6 positive Learnings aus dem Panda-Update ... http://t.co/JEgkwrDR #panda #seo #google,,,,,,,
google,irrelevant,neutral,#Google y su distorsi??n de la ##accesibilidad http://t.co/LE6lzlus #fb #android #chromeos #chromevox,,,,,,,
google,irrelevant,neutral,???J?R????????????????????????????????????????????????????? #google,,,,,,,
google,irrelevant,neutral,"Irgendwie dann doch entt?uschend, das neue #Google #Galaxy #Nexus",,,,,,,
google,irrelevant,irrelevant,#GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo tel??fono de #Google,,,,,,,
google,irrelevant,negative,GALAXY NEXUS SC-04D | NTT?????? 2011-2012?????????? http://t.co/hOqa4eRq #android #google #docomo,,,,,,,
google,irrelevant,irrelevant,RT @gattenist: ??????????Google????????Google?????????????C??Galaxy Nexus?????????k????11???????????????k????http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus,,,,,,,
google,irrelevant,irrelevant,Hoy #Foursquare y #Google+ me patearon las pelotas!,,,,,,,
google,irrelevant,negative,Voici un tr??s bon r??sum?? de l'annonce du #GalaxyNexus de #Google http://t.co/O0bh5nBp,,,,,,,
google,irrelevant,irrelevant,Il est dispo sur developer.android.com #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,Le Galaxy Nexus officialis?? #Samsung #Google #GalaxyNexus #Icecream - http://t.co/YT2RWbgn via @Julbut @TweeqFr @Thibaudd,,,,,,,
google,irrelevant,irrelevant,Todav??a existe #Google+ ?,,,,,,,
google,irrelevant,irrelevant,???????????????????`???????????C?N?????????????`????????????????`???????????????????????????????????????????????????d?????????????????????????J?R???????????C???????????????????????? #keizai #sumaho #google????http://t.co/h822eCym,,,,,,,
google,irrelevant,irrelevant,RT @twandroid: Pogo Pin sur le c?t?? pour le connecter sur un dock #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,android beam ?????`??#google #android,,,,,,,
google,irrelevant,negative,Salut les twittos! Un petit r??sum?? de cet conf' ? :) #ICS #GOOGLE,,,,,,,
google,irrelevant,negative,Meu Bom Jesus que velocidade de captura ?? essa ? #icecreamsandwich #galaxynexus #google #samsung,,,,,,,
google,irrelevant,irrelevant,"Mientras que hoy #RIM public?? su 'fabuloso' #BBX, #Google present?? #Android 4.0 y todos se fueron al diablo :D.",,,,,,,
google,irrelevant,irrelevant,Ishi o #faceunlock do #icecreamsandwich #android n?o funcionou no seu lan?amento #google,,,,,,,
google,irrelevant,negative,#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em Hong Kong a nova vers?o??,,,,,,,
google,irrelevant,irrelevant,@SERGIOapple incluso si usas #Google #Chrome hay una App. Y al igual es mas practica pero es para el navegador,,,,,,,
google,irrelevant,irrelevant,AsiaClassifiedToday Temasek to raise up to $800 million with bond offer - Straits Times: Tele... http://t.co/IaTj4kb9 #asia #google #biz,,,,,,,
google,irrelevant,negative,@iley_little we'lll figure it out tm in gym #google,,,,,,,
google,irrelevant,neutral,"#Samsung y #Google presentan el Samsung Galaxy #Nexus, oficialmente. http://t.co/DwQyyu5v #gadgets #smartphones",,,,,,,
google,irrelevant,irrelevant,@nestorrom77 majeeee yo cuando reuna bastante pisto me voy a comprar los que usa @davidguetta puuuuuta son tan vergones buscalos en #google,,,,,,,
google,irrelevant,neutral,C??mo funciona #Google AdWords  http://t.co/8kuFtEVY v??a @JuanPittau,,,,,,,
google,irrelevant,neutral,AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads,,,,,,,
google,irrelevant,irrelevant,Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,"ICS plut?t bien dans l'ensemble, perso j'aime beaucoup l'interface des contact // epic fail reconnaissance faciale ! #google #android",,,,,,,
google,irrelevant,neutral,#Samsung #NexusPrime esta wwwaaooooo y con #IceCreamSandwich superior @samsungpty buena presentaci??n #Android #Google,,,,,,,
google,irrelevant,neutral,#google Tutoriel: Comment faire une fermeture ?? glissi??re de fleurs: Ce que vous avez besoin: l??aigui... http://t.co/nMmedAlW #wikileaks,,,,,,,
google,irrelevant,irrelevant,#Google Trademark Poker Full Size Texas Hold??em 83 x 44-Inch Poker Table (Green Felt): Trademark Poke... http://t.co/jICU3KON #wikileaks,,,,,,,
google,irrelevant,negative,vendo os significadosdos sonhos aki no #Google pqe meu livro eu emprestei enfiaram no c?? pqe at?? hj nunca me devolveram =X,,,,,,,
google,irrelevant,neutral,Soy FAN de #Google  http://t.co/bGBhZROX http://t.co/iLNouVGK http://t.co/RfFixdi4 http://t.co/pdRns1pK,,,,,,,
google,irrelevant,neutral,#Google No se que aria sin ti :$,,,,,,,
google,irrelevant,irrelevant,Pqp! Icecream Sandwich t?? muito foda! Hail #google #ICS #android 4.0,,,,,,,
google,irrelevant,positive,#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4,,,,,,,
google,irrelevant,neutral,Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung,,,,,,,
google,irrelevant,irrelevant,RT @rianru: #Google ?? #Samsung ?????????????????????? ?????????? ???????????? ???????????????????????? ?????????????? - Android 4.0 Ice Cream Sandwich http://t.co/5baK0OdJ,,,,,,,
google,irrelevant,irrelevant,@VinnyMartiins colokei no #Google pra saber !,,,,,,,
google,irrelevant,irrelevant,@DanyFajardo Listo Dany gracias =) ... #Google+,,,,,,,
google,irrelevant,irrelevant,???? ?? ???? ??????? ??????????? ??????? ????? ?????? ???????? ?? ????? ??? ??????? ???? ?????. #google #motorola #moto,,,,,,,
google,irrelevant,irrelevant,HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook:  http://t.co/m4T1kxiz #google,,,,,,,
google,irrelevant,irrelevant,RT @twandroid Prise de photo quasi instantann??e #ouaaaaaaahhhhh #google #nexusprime,,,,,,,
google,irrelevant,neutral,Hinweis: kostenlose SEO-Infos  http://t.co/d3WrYCUT #google,,,,,,,
google,irrelevant,neutral,"Queridos, at?? amanh?! At?? mais! #Google #FAIL #ICS #FAIL #NEXUSPRIME #MAOMENO",,,,,,,
google,irrelevant,irrelevant,Cupom Google AdWords +Promo Starter Kit da LogosBr = Divulga??o Eficaz e de Gra?a!Confira: http://t.co/kf9supYG#Google #AdWords #LogosBr,,,,,,,
google,irrelevant,irrelevant,????????Android 4.0????????GALAXY Nexus????11???k?? - AV Watch http://t.co/MzTgzn1u #google,,,,,,,
google,irrelevant,neutral,El nuevo #Android de #Google: #GalaxyNexus con #IceCreamSandwich 4.0... http://t.co/FITenr0v,,,,,,,
google,irrelevant,irrelevant,??docomo NEXT series GALAXY NEXUS SC-04D?????_?khttp://t.co/B3t2y3vm#android #google #docomo #samsung,,,,,,,
google,irrelevant,neutral,#Google eBook: The way we shop is changing and marketing strategies are simply not keeping pace. http://t.co/vJBBjWhE,,,,,,,
google,irrelevant,negative,RT @twandroid Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime,,,,,,,
google,irrelevant,negative,Fine tune your #SEO strategy with the #Google Panda 2.5.2 update. Find out how it can affect your business rankings http://t.co/TeRUK0bp,,,,,,,
google,irrelevant,irrelevant,#Google How to Play Texas Holdem Poker for Newbies : Texas Hold??em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks,,,,,,,
google,irrelevant,irrelevant,RT @twandroid: Nouvelle app Calendrier : plus ??pur??e #google #nexusprime,,,,,,,
google,irrelevant,neutral,RT @twandroid: Des boutons virtuels... #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,Putting Leadership Back into Strategy pdf ebook:  http://t.co/Rcu7X2lh #google,,,,,,,
google,irrelevant,irrelevant,Rocksmith: #Rocksmith  #Rocksmith http://t.co/JNS1oEZN #google #youtube,,,,,,,
google,irrelevant,neutral,BUGOU asoeijoaijoriaejr #icecreamsandwich #galaxynexus #google #samsung,,,,,,,
google,irrelevant,negative,P?. Gostei do novo sistema de reconhecimento facial do Android. T?o forte que n?o liberou nem o dono do smartphone. #Google #ICS,,,,,,,
google,irrelevant,irrelevant,Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime,,,,,,,
google,irrelevant,neutral,"#YahooAnswers #Google y #Wikipedia son parte del staff de Dios, lo s??.",,,,,,,
google,irrelevant,irrelevant,#google ?????????????????????????? Android 4.0 Ice Cream Sandwich ????,,,,,,,
google,irrelevant,irrelevant,#TweetDeck y #Google+ no est??n hechos para convivir en armon??a.. Las notificaciones aparecen del mismo lado.. =/ Es ver esas o las de face..,,,,,,,
google,irrelevant,irrelevant,En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich,,,,,,,
google,irrelevant,positive,Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google,,,,,,,
google,irrelevant,positive,siento mas interesante el #google+ que el #face xD,,,,,,,
google,irrelevant,irrelevant,"interface a voir en r??el pour juger, sinon ice cream sandwich est simplement monstrueux !! #nexusprime #google #ICS",,,,,,,
google,irrelevant,neutral,Parece que Google Labs se acaba :( m.fastcompany.com/technology/57403/ #google #fail,,,,,,,
google,irrelevant,irrelevant,#android #ice #cream #Sandwich    #google??????????-???????? ???? ????????????????????http://t.co/UK3A7JWk,,,,,,,
google,irrelevant,neutral,RT @twandroid Le barom??tre est inclus dans le Galaxy Nexus #google #nexusprime,,,,,,,
google,irrelevant,irrelevant,"AsiaClassifiedToday: Asia Family Offices to Triple, Lead Growth, Citigroup Says - BusinessWeek: As... http://t.co/71QApFD8 #asia #google",,,,,,,
google,irrelevant,negative,"Con algunos hiccups"" durante la presetnaci??n de #Android 4.0 pero todo pinta genial. Muy bien ah?? #Google #Samsung #GalaxyNexus""",,,,,,,
google,irrelevant,irrelevant,??@rianru: #Google ?? #Samsung ?????????????????????? ?????????? ???????????? ???????????????????????? ?????????????? - Android 4.0 Ice Cream Sandwich http://t.co/DhLHoexZ??#Vfacebook,,,,,,,
google,irrelevant,neutral,Echelon Quality Management System pdf ebook:  http://t.co/sPVYoB8r #google,,,,,,,
google,irrelevant,irrelevant,#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj,,,,,,,
google,irrelevant,irrelevant,"#GalaxyNexus | @xataka http://t.co/p2Tu2kBm &lt;-El nuevo tel??fono de #Samsung y #Google, EL perfecto rival para el #iPhone4S con su #Android 4",,,,,,,
google,irrelevant,neutral,#Google #Panda O?? est parti le 30 % de trafic perdu?  http://t.co/QONIToAg,,,,,,,
google,irrelevant,neutral,"Samsung Galaxy Nexus - el nuevo smartphone oficial Google con Android 4.0 Ice-Cream Sandwich"" http://t.co/JXyHhfNV #Google #Android""",,,,,,,
google,irrelevant,negative,"AsiaClassifiedToday Asia Stocks, Ringgit Gain on European Outlook - Bloomberg: Asia Stocks, R... http://t.co/biHKwSTW #asia #google #biz",,,,,,,
google,irrelevant,irrelevant,AsiaClassifiedToday: Parkway Novena Hospital to offer premier healthcare service in Asia - The Bor... http://t.co/50KmorZm #asia #google,,,,,,,
google,irrelevant,irrelevant,RT @google_topic: Samsung??Android 4.0???d??Google??????????????GALAXY Nexus?????k?? - ITmedia http://t.co/t0CrKsoo #google,,,,,,,
google,irrelevant,irrelevant,#Video oficial del #Samsung Galaxy Nexus http://t.co/IMid6Bem #gadgets #smartphones #galaxynexus #google #promocion,,,,,,,
google,irrelevant,irrelevant,@DanielaS04 :) eso!!! #Google+,,,,,,,
google,irrelevant,neutral,#Google ?? #Samsung ?????????????????????? ?????????? ???????????????? #Galaxy #Nexus ???? ???????? ?????????? ???? #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC,,,,,,,
google,irrelevant,irrelevant,???`???????n???????????????????????`?????????????C?N?????????????`????????????????????????????????k?????????k??????????????????C???????????????????????????????????????k????#keizai #sumaho #google????http://t.co/h822eCym,,,,,,,
google,irrelevant,irrelevant,Alguien dejara de trabajar en #Samsung o #Google,,,,,,,
google,irrelevant,irrelevant,Galaxy Nexus: El nuevo tel??fono de Google y Samsung http://t.co/laKDByOT #nexus #google #android,,,,,,,
google,irrelevant,irrelevant,VIDEO: Een online check-out in een webwinkel in ??In Real Life?? #google #webshop http://t.co/kGw54MaC,,,,,,,
google,irrelevant,irrelevant,?????k??????????????? #Android4.0 #Google,,,,,,,
google,irrelevant,irrelevant,Para el que le interese saber las caracter??sticas del nuevo cel que me comprar?? http://t.co/4JjjCqdJ El #galaxynexus de #google,,,,,,,
google,irrelevant,neutral,??????? ???????? ???? ?????? .. ????? ?? ??? ???????? ????? ????? ?????? ?? ????? !! ?#google,,,,,,,
google,irrelevant,irrelevant,"RT @twandroid: Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime",,,,,,,
google,irrelevant,irrelevant,definitivamente sigo sin entender un carajo de #Google+,,,,,,,
google,irrelevant,irrelevant,Microsoft Word - Ch 3 Solutions IE done pdf ebook:  http://t.co/nZTGU900 #google,,,,,,,
google,irrelevant,irrelevant,Tipp: kostenlose SEO-Infos  http://t.co/1ayEKV6F #google,,,,,,,
google,irrelevant,irrelevant,SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google,,,,,,,
google,irrelevant,irrelevant,#google ?????????????? ???? ???????????????????? #Nexus_S  ???? #ICS . ???????? ?????????? 4.0 ???? #SGS .,,,,,,,
google,irrelevant,irrelevant,Brilhante a apresenta??o do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android,,,,,,,
google,irrelevant,irrelevant,solo #google puede ponerle a un OS #IceCreamSandwich,,,,,,,
google,irrelevant,neutral,Nexus S ?????????????????? #google #android #ics,,,,,,,
google,irrelevant,irrelevant,Presentado Oficialmente Android 4.0 ICS ~ ANDROIDVZLA http://t.co/adQYCOdD #android #androidvzla #google #ICS,,,,,,,
google,irrelevant,neutral,"7 Lessons Learned Running an SEO Agency: Posted by neilpatelThis post was originally in YOUmoz, and... http://t.co/AU0k5sWY #seo #google",,,,,,,
google,irrelevant,irrelevant,RT @twandroid: Nouveau lockscreen (??cran de d??verrouillage) ?? la Honeycomb #google #nexusprime,,,,,,,
google,irrelevant,neutral,#Google kondigt #Android Ice Cream Sandwich aan http://t.co/3VT22WNY #ics,,,,,,,
google,irrelevant,irrelevant,AsiaClassifiedToday: Point Park summit reflects Asian culture - The Globe: Point Park summit ... http://t.co/fBdw211P #asia #google #ads,,,,,,,
google,irrelevant,neutral,yeah! #fringe  RT @TrendingTopicMN #csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics,,,,,,,
google,negative,negative,Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...,,,,,,,
google,negative,neutral,RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.,,,,,,,
google,negative,neutral,Too bad #google didn't have a tribute graphic for #DennisRitchie.,,,,,,,
google,negative,irrelevant,"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused.",,,,,,,
google,negative,neutral,"If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod",,,,,,,
google,negative,neutral,"#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android",,,,,,,
google,negative,neutral,There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone,,,,,,,
google,negative,negative,Why is #Google whoring for SAMSUNG? #ICS,,,,,,,
