Topic,Sentiment,Tweet
google,irrelevant,"#Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor (mobiFlip.de): ... http://t.co/0cckAp5E"
google,irrelevant,"@Vusala_Abidin xeyirli ugurlu olsun.amma deyen ciddi yenilik yoxdu. #google #nexus #android"
google,irrelevant,"Le #GalaxyNexus fait bien envie... Mais bizarrement \u00e7a me g\u00eane qu'il y soit marqu\u00e9 #Google au dos."
google,irrelevant,"Crea #Google #librero virtual infinito : El sitio WebGL Bookcase despliega el acervo de #libros .. http://t.co/Y6E1tuvi"
google,irrelevant,"RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche  f\u00fcr eingeloggte User verschl\u00fcsselt - http://t.co/OlORx2Pc #marketing  #search..."
google,negative,"""Non mais WTF !? RT @Twikito Google passe en HTTPS"
google,irrelevant,"""\u0418\u043d\u0442\u0435\u0440\u0435\u0441\u043d\u043e"
google,irrelevant,"Samsung \u0438 Google \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u0438\u043b\u0438 \u043d\u043e\u0432\u044b\u0439 \u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d Galaxy Nexus http://t.co/ou1aoGK6 #google #nexus #android"
google,irrelevant,"""Mit einfachen Mittel gegen #Facebook & #Google+"
google,irrelevant,"#Google \u0441\u0442\u0430\u043d\u0435\u0442 \u0435\u0449\u0435 \u0431\u0435\u0437\u043e\u043f\u0430\u0441\u043d\u0435\u0435 http://t.co/rXRcc1MB"
google,irrelevant,"Novedades #Google: resultados en ingl\u00e9s traducidos y SSL por defecto para los usuarios registrados http://t.co/LCbQk2fw golpe a #Analytics"
google,irrelevant,"""\""""Hay que darse prisa en conocer el fen\u00f3meno web... Acabar\u00e1 en tres ... - El\u2026 http://t.co/ynksEeUN #google"""
google,irrelevant,"""Zapatero (#Google): \""""Hay que darse prisa en conocer el fen\u00f3meno #web"
google,irrelevant,"Galaxy Nexus: Google-Handy mit HD-Display und Android 4.0 - Heise Newsticker http://t.co/a4WBqmc9 #Google"
google,irrelevant,"AsiaClassifiedToday: Parkson to list retail arm in S$200 mln Singapore IPO-source - Reuters: Parks... http://t.co/AadDaQA7 #asia #google"
google,positive,"AsiaClassifiedToday: SE Asia and Singapore lead Asia Pacific region in business travel - Forimmedi... http://t.co/Jdvas9rH #asia #google"
google,irrelevant,"""#Google \u043d\u0430\u0447\u0430\u043b \""""\u043c\u0430\u0441\u0448\u0442\u0430\u0431\u043d\u0443\u044e \u0437\u0430\u0447\u0438\u0441\u0442\u043a\u0443\"""" \u0441\u0435\u0440\u0432\u0438\u0441\u043e\u0432 http://t.co/1vRAuo8S"""
google,irrelevant,"Coole 2-minuten VIDEO: Een online check-out in een webwinkel in \u2018In Real Life\u2019 #google #webshop http://t.co/E4SnmZtL"
google,irrelevant,"Caracter\u00edsticas Samsung Galaxy Prime con Android ICS 4.0 ~ ANDROIDVZLA http://t.co/LmbrSC4Y #android #androidvzla #google #ICS"
google,irrelevant,"""http://t.co/RqjtztR3 // muy buen experimento de #google"
google,irrelevant,"#Google revela o Anddroi 4.0 Ice Cream Sandwich: O Google revelou hoje durante um evento em\u2026 http://t.co/pfzUy1i2"
google,irrelevant,"#Samsung y #Google contraatacan a #Apple con el nuevo Nexus Prime http://t.co/xHvncznB v\u00eda @cincodiascom #android #tecnolog\u00eda"
google,irrelevant,"#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ...  #de #google #en http://t.co/cFmZOejW"
google,irrelevant,"#Tyfusverspreiding zichtbaar op #Google #Earth http://t.co/49jIucI9 #nuandroid"
google,irrelevant,"Samsung Galaxy Nexus officieel aangekondigd door #google en #samsung!"
google,irrelevant,"HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook:  http://t.co/tKHMMY5Y #google"
google,irrelevant,"Usagi Yojimbo RPG Core Rules pdf ebook:  http://t.co/iWaJ1aGa #google"
google,irrelevant,"Usagi Yojimbo RPG Core Rules pdf ebook:  http://t.co/UVYJxGsV #google"
google,irrelevant,"#samsung \u0438 #google \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u0438\u043b\u0438 \u043d\u043e\u0432\u044b\u0439 \u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d galaxy nexus #autofollow"
google,irrelevant,"sabia yo q #google no me hiba a fallar... resumen encontrado... solo falta transcribirlo"
google,irrelevant,"Kurz und knapp das wichtigste: #Google stellt neues Smartphone und Betriebssystem vor http://t.co/EeQJFL0P"
google,irrelevant,"ICS je pro m\u011b naprosto zanedbateln\u00fd OS pro mobil. Promi\u0148 ;( #fail #Google #samsung"
google,irrelevant,"\u0627\u0644\u062a\u0642\u0631\u064a\u0631 \u0627\u0644\u0643\u0627\u0645\u0644 \u0644\u062c\u0647\u0627\u0632 Galaxy Nexus \u0627\u0644\u062e\u0627\u0635 \u0628\u0640 Google\nhttp://t.co/MvlI71vK #SE4m #Nexus #Google #android http://t.co/8AfOMTso"
google,irrelevant,"#android Google confirma que todos los dispositivos con gingerbread tendr\u00e1n Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google"
google,irrelevant,"#Google How to Play a Teenpatti Tournament: Junglee is fired up to provide you the 1st ever multi-pla... http://t.co/96GaNUx2 #wikileaks"
google,irrelevant,"#Google New Effortless-to-Use Texas Holdem Strategy Kit Has the Tools You Require To Turn into a 100%... http://t.co/KkswpBtW #wikileaks"
google,irrelevant,"#Google Google best\u00e4tigt Android 4.0 Ice Cream Sandwich f\u00fcr das Nexus S (mobiFlip.de): Nachdem Google und Samsun... http://t.co/CpmTEUjG"
google,irrelevant,"#Google Endlich: Alle offiziellen Details zum Google Galaxy Nexus und zu Android Ice Cream Sandwich (mit Videos)... http://t.co/V4IbwFpP"
google,irrelevant,"""#Juick #Google #Buzz #+ #! \u0421\u0440\u043e\u0447\u043d\u043e \u043d\u0443\u0436\u043d\u0430 \u0438\u043d\u0442\u0435\u0433\u0440\u0430\u0446\u0438\u044f \u0416\u0443\u0439\u043a\u0430 \u0441 \u0413\u0443\u0433\u043b\u043e\u043f\u043b\u044e\u0441\u043e\u043c"
google,irrelevant,"#Google \u043e\u0431\u0440\u0430\u0437\u043e\u0432\u0430 \u043e\u043d\u043b\u0430\u0439\u043d \u043f\u043e\u0442\u0440\u0435\u0431\u0438\u0442\u0435\u043b\u0438\u0442\u0435 http://t.co/9XMBZbUk #\u0437\u0430\u0449\u0438\u0442\u0430\u043d\u0430\u043b\u0438\u0447\u043d\u0438\u0442\u0435\u0434\u0430\u043d\u043d\u0438"
google,irrelevant,"Finalmente lleg\u00f3 el Galaxy Nexus: #Google y #Samsung acaban de hacer el tan esperado\u2026 http://t.co/2Eerkm1E #tech"
google,irrelevant,"Ik lees steeds meer enthousiasme voor #google+ en aantal gebruikers groeit spectaculair. Ik merk daar niets van!"
google,irrelevant,"RT @twandroid: Galaxy Nexus annonc\u00e9  : #nexusprime #google http://t.co/IrMPjoiS"
google,irrelevant,"#Google mejora las presentaciones de #GoogleDocs http://t.co/SjiMOtov"
google,irrelevant,"#csportsmn #android #ios #pulse #google #galaxy #fringe #ajildavna #nexus #ics"
google,irrelevant,"AsiaClassifiedToday Asia Currencies Strengthen as Growth Outlook Outweighs Europe-Debt Concer... http://t.co/qm8zpFgE #asia #google #biz"
google,irrelevant,"""AsiaClassifiedToday Asia Family Offices to Triple"
google,positive,"AsiaClassifiedToday Indian shares to start higher; Hero MotoCorp eyed - Reuters: Indian share... http://t.co/Zo0Fm1Ya #asia #google #biz"
google,irrelevant,"AsiaClassifiedToday Thailand - Market factors to watch - Oct 19 - Reuters: Thailand - Market ... http://t.co/nNsDZgWI #asia #google #biz"
google,irrelevant,"RT @laurentalbaret: [2.0] La recherche crypt\u00e9e (sur #Google) \u00e9tendue aux utilisateurs connect\u00e9s \u00e0 un service Google http://t.co/K8oalek2"
google,irrelevant,"#google #yahoo #bing 7 Lessons Learned Running an SEO Agency http://t.co/d7b2G1rW #seo #serps"
google,irrelevant,"#Samsung Galaxy #Nexus / #Google #Android ICS \u53d1\u8868\u4f1a\u91cd\u70b9\u6574\u7406 http://t.co/u7ViMWl6 #galaxynexus #galaxynexus"
google,irrelevant,"Ice Cream Sandwich: Android 4.0 gepresenteerd http://t.co/gscupQUV via @TabletGuide_NL #android #tablet #google"
google,irrelevant,"Bon. Reste plus qu'\u00e0 voir ce que \u00e7a va donner IRL. #Google #NexusPrime #Android #ICS"
google,irrelevant,"\u041d\u043e\u0432\u0438\u0442\u0435 #Google Presentations http://t.co/lJ1PaxvA #googledocs"
google,irrelevant,"\u0414\u043e\u0441\u0442\u0443\u043f\u043d\u0430 \u043e\u0444\u0438\u0446\u0438\u0430\u043b\u044c\u043d\u0430\u044f Google-\u0441\u0442\u0440\u0430\u043d\u0438\u0446\u0430 Galaxy Nexus http://t.co/99TAk4lC #nexus #google #galaxy"
google,negative,"How an email #hacker ruined my life and then tried to sell it back to me http://t.co/ixquAT2l via @guardian #privacy #fb #gmail #google"
google,positive,"Anschauen! Genial! http://t.co/YLVJAzxz #Google #Nexus #Vorstellung"
google,irrelevant,"\u201c@rianru: #Google \u0438 #Samsung \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u0438\u043b\u0438 \u043d\u043e\u0432\u0443\u044e \u0432\u0435\u0440\u0441\u0438\u044e \u043e\u043f\u0435\u0440\u0430\u0446\u0438\u043e\u043d\u043d\u043e\u0439 \u0441\u0438\u0441\u0442\u0435\u043c\u044b - Android 4.0 Ice Cream Sandwich http://t.co/4XkmSFs0\u201d \u0415\u0449\u0435 \u0431\u043e\u0440\u0449!"
google,irrelevant,"""Para todos los androides"
google,irrelevant,"RT @wireditalia: #Twitter 250milioni di cinguettii al giorno e un valore di 8miliardi di $. Tempi duri per #Facebook e #Google+? http:// ..."
google,irrelevant,"#Google \u0438 #Samsung \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u0438\u043b\u0438 \u043d\u043e\u0432\u0443\u044e \u0432\u0435\u0440\u0441\u0438\u044e \u043e\u043f\u0435\u0440\u0430\u0446\u0438\u043e\u043d\u043d\u043e\u0439 \u0441\u0438\u0441\u0442\u0435\u043c\u044b - Android 4.0 Ice Cream Sandwich http://t.co/XhbCkQ9t"
google,irrelevant,"RT @funkfish_2: so. ja. Ich will das galaxy nexus. sofort! #google #samsung"
google,irrelevant,"Lucha de Titanes: Las tres mejores alternativas a #Google Earth http://t.co/Jy0Ipy9A #Linux"
google,negative,"AsiaClassifiedToday FOREX-Euro recovers after Spain but downside eyed - Reuters: Globe and Ma... http://t.co/o78ADSYW #asia #google #biz"
google,irrelevant,"RT @bytegadget: Video oficial del #GalaxyNexus y especificaciones \u2013 El nuevo #smartphone insignia de #Google y\u2026 http://t.co/Rvn0oFWy"
google,irrelevant,"Galaxy Nexus http://t.co/xDxcwSAR #android #google No s\u00e9 yo semejante pantalla..."
google,irrelevant,"""AsiaClassifiedToday: Canada Wheat Monopoly"
google,irrelevant,"""AsiaClassifiedToday: Adopting solar leasing programmes in Singapore"
google,irrelevant,"AsiaClassifiedToday: Temasek to raise up to $800 million with bond offer - Straits Times: Tel... http://t.co/bdBPJDh2 #asia #google #ads"
google,irrelevant,"#SEO Video:Specifying an image's license using RDFa. http://t.co/aO99FTLV #google #seo #images #rdfa"
google,irrelevant,"Las mejores aplicaciones para hablar gratis por el m\u00f3vil - http://t.co/LN0pChe3 http://t.co/iUS8431m #google"
google,irrelevant,"Wordt er al een beetje gebruik gemaakt van #google+ #durtevragen"
google,irrelevant,"Surfactants pdf ebook:  http://t.co/mnPp2jjm #google"
google,irrelevant,"Surfactants pdf ebook:  http://t.co/JlzvsR9f #google"
google,irrelevant,"Newt Gingrich: #NewtGingrich  #Newt #Gingrich http://t.co/bZQS2pV3 #google #youtube"
google,irrelevant,"Bob Harper: #BobHarper  #Bob #Harper http://t.co/hnAMTNzh #google #youtube"
google,irrelevant,"Mukesh Ambani: #MukeshAmbani  #Mukesh #Ambani http://t.co/uMBGXvQI #google #youtube"
google,irrelevant,"""Galaxy Nexus anunciado oficialmente: pantalla de 4"
google,irrelevant,"RT @AL_HASHEMY: \u064a\u0628\u062f\u0648 \u0627\u0646 \u0637\u0641\u0631\u0629 \u0627\u0644\u0627\u062c\u0647\u0632\u0629 \u0627\u0644\u0627\u0644\u0643\u062a\u0631\u0648\u0646\u064a\u0629 \u0627\u0644\u0642\u0627\u062f\u0645\u0629 \u0633\u062a\u0643\u0648\u0646 \u0628\u0642\u064a\u0627\u062f\u0629 \u0645\u0648\u062a\u0648\u0631\u0648\u0644\u0627 \u060c\u060c \u0644\u0627\u0633\u064a\u0645 \u0628\u0639\u062f \u0627\u0633\u062a\u062d\u0648\u0627\u0630 \u0642\u0648\u0642\u0644 \u0639\u0644\u064a\u0647\u0627. \n\n#google #motorola #moto"
google,irrelevant,"""\u0423\u0436\u0435 14 \u0432\u0435\u0440\u0441\u0438\u044f \u043f\u043b\u0430\u0433\u0438\u043d\u0430 #Android \u0434\u043b\u044f #Eclipse \u0432\u044b\u0448\u043b\u0430"
google,positive,"RT @RaheemHBBTI: RT @capoKenn: i like big glutus & i cannot lie\n#GOOGLE&lt;sandra levels lol&gt;"
google,negative,"RT @esmandau: BREAKING NEWS: Samsung Filtra Accidentalmente la foto del Galaxy Nexus http://t.co/vEgkjIfQ #Android #GalaxyNexus #Google"
google,irrelevant,"Desbloquear el telefono con reconocimiento facial vs la habilidad de interactuar con tu voz #Apple #vs #Google"
google,irrelevant,"#Google Google stellt das Galaxy Nexus vor (GoogleWatchBlog): Heute Nacht hat Google aus Hongkong das n\u00e4chste Ne... http://t.co/vkyYY2RO"
google,negative,"#Google Google: Galaxy Nexus Seite ist online + Teaser-Video (Caschys Blog): 05:30 Uhr und die Galaxy Nexus Seit... http://t.co/kn18pgCD"
google,irrelevant,"Uiiii Yo Quisiera Ser Tuu #GOOGLE"
google,positive,"RT @capoKenn: i like big glutus & i cannot lie\n#GOOGLE&lt;sandra levels lol&gt;"
google,irrelevant,"Conoce al nuevo #Samsung #GalaxyNexus con #Android 4.0 #IceCreamSandwich - http://t.co/PdGz1l51 #Google #Smartphones"
google,irrelevant,"""Como es posible que Motorola siga bloqueando los bootloaders de sus telefono. Merecen quebrar"
google,irrelevant,"\u770b\u898b #Android 4.0 \u914d\u5408 #NFC \u52a0\u5165\u7684 Android #Beam \u529f\u80fd\uff0c\u4ee4\u6211\u60f3\u8d77\u5341\u5e74\u524d\u4f7f\u7528 #Palm \u7d93\u5e38\u8ddf\u670b\u53cb Beam \u4ea4\u63db\u8cc7\u6599\u7684\u65e5\u5b50\u3002#Google #Samsung #Galaxy #Nexus"
google,irrelevant,"Aparece nuevo video del Galaxy Nexus http://t.co/mhOcZuIm #android #google #androidve #tecnologia #vendroid #usoandroid"
google,positive,"i like big glutus & i cannot lie\n#GOOGLE"
google,irrelevant,"#Google sorprende de nuevo http://t.co/G7iLQLME #basedenegocios #business"
google,irrelevant,"Google Fr #Google #earth #pro: Avez-vous d\u00e9j\u00e0 essay\u00e9 Google Earth Pro? Google Earth dispose\u2026 http://t.co/Ezqlmq4T"
google,irrelevant,"\u0646\u0638\u0627\u0645 \u062c\u062f\u064a\u062f .. \u0648 \u062c\u0647\u0627\u0632 \u062c\u062f\u064a\u062f \u0634\u0643\u0631\u0627\u064b \u062c\u0632\u064a\u0644\u0627\u064b #samsung #google #android"
google,irrelevant,"\u00c7a fait des gato : Android Ice Cream Sandwich enfin d\u00e9voil\u00e9 ! http://t.co/ernNQ40w #Android #Galaxy_Nexus #Google"
google,irrelevant,"#Google #Android os4.0\u767a\u8868\u4f1a\u5185\u5bb9!! http://t.co/qseGK2Zy"
google,irrelevant,"Welchen Vorteil bietet G+ f\u00fcr #Facebook? | basic http://t.co/DLvTboeK #Google"
google,irrelevant,"""Los fabricantes de m\u00f3viles y su integraci\u00f3n con las redes sociales: Sony Ericson apunta a #Facebook"
google,irrelevant,"""Andy Rubin de #Google devel\u00f3 oficialmente el Samsung #GalaxyNexus"
google,irrelevant,"RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv"
google,irrelevant,"RT @centroandroid: #Google presenta #Android Beam una nueva forma de compartir por NFC http://t.co/lofb8HCJ"
google,irrelevant,"RT @laiswhisky: @Peedro_Guiih gato intenda a nat \u00e9 a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google"
google,irrelevant,"RT @takashiruru: android beam\u3000\u3063\u3066\u4f55\u3060\u308d\u3046\u3000 #Android4.0 #Google"
google,irrelevant,"@Peedro_Guiih gato intenda a nat \u00e9 a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google"
google,irrelevant,"#Google y #Samsung lanzan oficialmente el #GalaxyNexus con #Android #IceCreamSandwich. http://t.co/N0yIucDw"
google,irrelevant,"@ViviStephiee buscalo en #google..persona qe se comen a los conejos D:"
google,irrelevant,"""Camarada @michelenlared"
google,irrelevant,"RT @tecnoclips: #Google lanza #Android 4.0 http://t.co/NZ494v4h tambi\u00e9n conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus"
google,irrelevant,"\u9589\u9396\u3058\u3083\u306a\u304f\u3066\u3001\u305d\u3063\u304f\u308a\u30b9\u30c8\u30ea\u30fc\u30e0\u306b\u53cd\u6620\u3067\u304d\u308b\u3088\u3046\u306b\u3057\u3066\u304f\u308c\u308b\u3068\u3042\u308a\u304c\u305f\u3044\u3093\u3060\u3051\u3069\u306a\u301c\u3002&gt;&gt; \u30b0\u30fc\u30b0\u30eb\u3001\u300cGoogle Buzz\u300d\u3092\u9589\u9396--\u300cGoogle+\u300d\u3078\u306e\u5b8c\u5168 http://t.co/mOfsDfFq  #google #buzz"
google,irrelevant,"@Natalysanchezs seg\u00fan se un sentimiento #google"
google,irrelevant,"""@iPhonologo iOS exclusivo"
google,irrelevant,"@JosialBass Dios mio !!! #Android no tiene #Limites!! RT@JosialBass: El nuevo #Android de #Google: #GalaxyNexus 4.0... http://t.co/fxqXDQb8"
google,irrelevant,"""A espera acabou. #Samsung"
google,irrelevant,"""@iPhonologo si"
google,irrelevant,"#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?"
google,irrelevant,"Que mierda le pasa a #FOTA que no me quiere traer #IceCreamSandwich? #Google #Android @SamsungArg #GalaxyS2 ;-)"
google,irrelevant,"#Google lanza #Android 4.0 http://t.co/NZ494v4h tambi\u00e9n conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus"
google,irrelevant,"#android El nuevo Android de Google: Galaxy Nexus con Ice Cream Sandwich 4.0: Menuda\u00a0madrugada del 19 de... http://t.co/wjCcDIAb #google"
google,irrelevant,"RT @rianru: #Google \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u0438\u0442 \u043d\u043e\u0432\u0443\u044e \u0432\u0435\u0440\u0441\u0438\u044e #Android 4.0 http://t.co/mf8XE5Aw"
google,irrelevant,"Pearson \u0438 Google \u0437\u0430\u043f\u0443\u0441\u043a\u0430\u044e\u0442 \u043e\u0442\u043a\u0440\u044b\u0442\u0443\u044e \u0441\u0438\u0441\u0442\u0435\u043c\u0443 \u0434\u0438\u0441\u0442\u0430\u043d\u0446\u0438\u043e\u043d\u043d\u043e\u0433\u043e \u043e\u0431\u0443\u0447\u0435\u043d\u0438\u044f http://t.co/YglYrzWj #google"
google,positive,"TIPP: Kostenlose Google +1 und FB-Likes - Free Google +1 and FB-Likes - http://t.co/eNfReVk3 #GooglePlus #Google+1 #Facebook #Likes"
google,irrelevant,"""Que es #Android Beam? Una nueva forma que presenta #Google para compartir contenido"
google,irrelevant,"RT @QiiBO: #GalaxyNexus es presentado oficialmente. http://t.co/dwUWIYWC | Conoce los detalles del nuevo tel\u00e9fono de #Google"
google,irrelevant,"#Google La recherche crypt\u00e9e \u00e9tendue \u00e0 tous les utilisateurs connect\u00e9s \u00e0 un service Google via @commentcamarche http://t.co/5d4YG4pa"
google,irrelevant,"""@ksidd94 lol it's #tocomplicated to explain on here lol"
google,irrelevant,"RT vers @FuturKing &gt;  @FTTank Voici un tr\u00e8s bon r\u00e9sum\u00e9 de l'annonce du #GalaxyNexus de #Google http://t.co/ueCURyDX"
google,irrelevant,"@.brown45235: vibro http://t.co/uoIfnklJ #gnu #gome #google #hadopi #health ... http://t.co/V690lfLS"
google,irrelevant,"#NuevaEscuela #InternetHighSchoolOfEducation#001InThisWorld con el Director #Google y los mejores profesores #SanWikipedia y #Yahoo!Answers"
google,irrelevant,"@PupiDalMolin Son lo mejor mis chistes los invento en el momento no como vos qe buscas en #Google"
google,irrelevant,"\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e32\u0e02\u0e2d\u0e07\u0e23\u0e30\u0e1a\u0e1a\u0e1b\u0e0e\u0e34\u0e1a\u0e31\u0e15\u0e34\u0e01\u0e32\u0e23 Android 4.0 Ice Cream Sandwich \u0e02\u0e2d\u0e07 #google \u0e01\u0e47\u0e14\u0e39\u0e14\u0e35\u0e40\u0e2b\u0e21\u0e37\u0e2d\u0e19\u0e01\u0e31\u0e19\u0e19\u0e30"
google,irrelevant,"""\u0445\u043e\u0447\u0443 \u0432\u0438\u0434\u0436\u0435\u0442 \u0434\u043b\u044f #Google+ \u043d\u0430 #Android \u043a\u0430\u043a \u0434\u043b\u044f \u0442\u0432\u0438\u0442\u0442\u0435\u0440\u0430"
google,irrelevant,"#google \u8bdd\uff0c\u4e2b\u7684\u53ea\u6709\u4f60 #apple \u4f1a\u6284\u4e48\uff0c\u4ffa\u4e00\u6837\u4f1a\u6284\u3002\u5929\u4e0b\u4e00\u5927\u6284\u3002"
google,irrelevant,"necesito encontrar tantas respuestas que no las da ni #google ni #wikipedia entonces donde?"
google,positive,"Virage Success Story - Harvard Business School pdf ebook:  http://t.co/JemEYNDb #google"
google,positive,"Virage Success Story - Harvard Business School pdf ebook:  http://t.co/dNpFlXxB #google"
google,irrelevant,"Putting Leadership Back into Strategy pdf ebook:  http://t.co/fGc3ufed #google"
google,irrelevant,"android beam\u3000\u3063\u3066\u4f55\u3060\u308d\u3046\u3000 #Android4.0 #Google"
google,positive,"i-nexus Named as One of The Telegraph's Top 1000 - Free PR Site (press release) http://t.co/J4AHo3Aa #nexus #one #google"
google,irrelevant,"\u0627\u0644\u062c\u0647\u0627\u0632 \u0627\u0644\u062c\u062f\u064a\u062f \u0639\u062c\u064a\u0628 \n\n#DriodRazr\n#google #motorola #moto"
google,irrelevant,"@oriondesarrollo en todas las #redessociales ahora tambi\u00e9n en #google+ http://t.co/z5oXYc0y"
google,irrelevant,"\u042f \u043d\u0435\u043c\u043d\u043e\u0433\u043e \u043f\u043e\u0442\u0440\u044f\u0441\u0435\u043d :) #google #android"
google,irrelevant,"Samsung\u3001Android 4.0\u642d\u8f09\u306eGoogle\u30d6\u30e9\u30f3\u30c9\u7aef\u672b\u300cGALAXY Nexus\u300d\u3092\u767a\u8868 - ITmedia http://t.co/t0CrKsoo #google"
google,irrelevant,"""RT @interfase: Andy Rubin de #Google devel\u00f3 oficialmente el Samsung #GalaxyNexus"
google,irrelevant,"Se jodi\u00f3 #iOS5 con #Android 4.0 (Ice Cream Sandwich). Bendito seas #Google !!!"
google,irrelevant,"@donchele vaya trabaje con #Google mejor jajajajajajajaj"
google,positive,"@Ladycamia @JewelSantini check out that link sis - some good stuff on #mindfulness #medidtation techniques on #google - jewels swears by it!"
google,irrelevant,"""#Android #IceCreamSandwich 4.0 y el Galaxy Nexus"
google,irrelevant,"Galaxy Nexus: El nuevo tel\u00e9fono de Google y Samsung - Gizmolog\u00eda http://t.co/yUYG3KF6 #google"
google,irrelevant,"""@rmeneghelo: \""""#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P\"""" corre\u00e7\u00e3o: ainda te AMO..."""
google,irrelevant,"Hinweis: Linkbuilding Kurs kostenlos  http://t.co/pwldYXVE #google"
google,irrelevant,"""RT @DominicanDroids: Cuando 2 grandes se unen"
google,irrelevant,"#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P"
google,irrelevant,"me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !"
google,irrelevant,"\u039c\u03b5 \u03c3\u03c5\u03b3\u03c7\u03b9\u03c3\u03b5\u03c2 #google \u03c3\u03b9\u03c7\u03c4\u03b9\u03c1\u03b9\u03b1! \u0393\u03b9\u03b1 \u03b1\u03c5\u03c4\u03bf \u03ba \u03c0\u03bf\u03c4\u03b5 \u03b4\u03bd \u03b8\u03b1 \u03b4\u03b5\u03c7\u03c4\u03c9 \u03bd\u03b1 \u03b4\u03bf\u03c5\u03bb\u03b5\u03c8\u03c9 \u03c3\u03b5 \u03c3\u03b5\u03bd\u03b1 \u03c0\u03bf\u03c5 \u03bd\u03b1 \u03c7\u03c4\u03c5\u03c0\u03b9\u03b5\u03c3\u03b1\u03b9 :\u03a1"
google,irrelevant,"""#Google When you perform texas hold em"
google,irrelevant,"#Google Sit and Go Center Method For Profitable Sit-N-Go\u2019s on PokerStars: http://t.co/6PwI0rjZ -Co... http://t.co/JCqPi1hS #wikileaks"
google,negative,"#Google Newest Texas Holdem Zynga Poker Hack Cheat Update 18 October 2011.flv: Download Hyperlink: ur... http://t.co/oEXPDnoT #wikileaks"
google,positive,"#Google The Annie Duke Texas Hold-Em Poker Tournament to Gain Homeless Youth And Domestic Violence Vi... http://t.co/wSGk5WAj #wikileaks"
google,irrelevant,"iOS kan sl\u00e4nga sig i v\u00e4ggen. #ICS levererar! #Google"
google,irrelevant,"""So viel zum Thema Retina Display :D Respekt an #Google und #Samsung"
google,irrelevant,"#Google Ab jetzt Live von der Google und Samsung Pressekonferenz zu Android 4.0 und dem Galaxy Nexus (NewGadgets... http://t.co/tLMxcv6L"
google,irrelevant,"""La presentazione di Ice Cream Sandwich \u00e8 appena finita"
google,irrelevant,"\u201c@twandroid SDK dispo aujourd'hui #google #nexusprime\u201d"
google,irrelevant,"#Pregunta...Pro y Contra del evento de #Google?"
google,irrelevant,"L'heure est pass\u00e9 tr\u00e8s vite et jme couche avec le sourire moi qui avait pas le moral ^^ #ics #google"
google,irrelevant,"""\u0441\u043a\u0440\u043e\u043c\u043d\u0435\u043d\u044c\u043a\u043e"
google,irrelevant,"Parabens #google gostei bastante do novo Android #android"
google,irrelevant,"Y termina el evento. #Android #Google #Samsung"
google,irrelevant,"RT @twandroid: SDK dispo aujourd'hui #google #nexusprime"
google,irrelevant,"RT @twandroid Messagerie vocale directement dans ICS #google #nexusprime"
google,irrelevant,"#ICS et #Google une communaut\u00e9 \u00e0 votre service !"
google,irrelevant,"""Parab\u00e9ns"
google,irrelevant,"SDK dispo aujourd'hui #google #nexusprime"
google,irrelevant,"#Android Beam \u597d\u50cf\u5f88\u53b2\u5bb3\uff01#Google #ICS"
google,positive,"""@EgyDroid \""""Android Beam \u0647\u0648 \u0646\u0638\u0627\u0645 \u062a\u0628\u0627\u062f\u0644 \u0627\u0644\u0628\u064a\u0627\u0646\u0627\u062a \u0627\u0644\u062e\u0627\u0635 \u0628\u0623\u0646\u062f\u0631\u0648\u064a\u062f \u0644\u062a\u0646\u0627\u0642\u0644 \u0627\u0644\u0628\u064a\u0627\u0646\u0627\u062a \u0639\u0646 \u0637\u0631\u064a\u0642 \u062e\u0627\u0635\u064a\u0629 NFS\"""" very strong feature amazing #Google #Nexus"""
google,irrelevant,"RT @twandroid: Partage d'apps en NFC #google #nexusprime"
google,positive,"Les annonces se suivent et sont toutes super pratiques #ics #android #google"
google,irrelevant,"Partage d'apps en NFC #google #nexusprime"
